year,month,temperature
1968,5,-0.116
1968,6,-0.066
1968,7,-0.181
1968,8,-0.117
1968,9,-0.227
1968,10,0.089
1968,11,-0.081
1968,12,-0.049
1969,1,-0.033
1969,2,-0.111
1969,3,-0.037
1969,4,0.178
1969,5,0.234
1969,6,0.12
1969,7,-0.084
1969,8,-0.002
1969,9,0.032
1969,10,0.078
1969,11,0.077
1969,12,0.29
1970,1,0.148
1970,2,0.169
1970,3,0.025
1970,4,0.071
1970,5,0.007
1970,6,-0.039
1970,7,-0.032
1970,8,-0.1
1970,9,0.084
1970,10,0.023
1970,11,-0.066
1970,12,-0.107
1971,1,-0.049
1971,2,-0.202
1971,3,-0.228
1971,4,-0.07
1971,5,-0.063
1971,6,-0.123
1971,7,-0.104
1971,8,-0.079
1971,9,-0.046
1971,10,-0.055
1971,11,-0.091
1971,12,-0.115
1972,1,-0.255
1972,2,-0.2
1972,3,-0.005
1972,4,0.021
1972,5,0.061
1972,6,0.047
1972,7,-0.031
1972,8,0.175
1972,9,0.019
1972,10,0.017
1972,11,-0.003
1972,12,0.239
1973,1,0.252
1973,2,0.267
1973,3,0.193
1973,4,0.307
1973,5,0.269
1973,6,0.18
1973,7,0.056
1973,8,0.047
1973,9,0.029
1973,10,0.081
1973,11,0.017
1973,12,0.006
1974,1,-0.15
1974,2,-0.297
1974,3,-0.123
1974,4,-0.061
1974,5,-0.022
1974,6,0.001
1974,7,-0.047
1974,8,0.177
1974,9,-0.042
1974,10,-0.046
1974,11,-0.079
1974,12,-0.068
1975,1,0.058
1975,2,0.134
1975,3,0.148
1975,4,0.113
1975,5,0.212
1975,6,0.037
1975,7,-0.046
1975,8,-0.189
1975,9,-0.035
1975,10,-0.072
1975,11,-0.219
1975,12,-0.097
1976,1,-0.025
1976,2,-0.096
1976,3,-0.23
1976,4,-0.054
1976,5,-0.247
1976,6,-0.171
1976,7,-0.055
1976,8,-0.145
1976,9,-0.027
1976,10,-0.195
1976,11,-0.032
1976,12,0.171
1977,1,0.324
1977,2,0.246
1977,3,0.198
1977,4,0.316
1977,5,0.399
1977,6,0.361
1977,7,0.23
1977,8,0.288
1977,9,0.089
1977,10,0.116
1977,11,0.19
1977,12,0.104
1978,1,0.148
1978,2,0.202
1978,3,0.196
1978,4,0.23
1978,5,0.184
1978,6,0.034
1978,7,0.094
1978,8,-0.176
1978,9,0.12
1978,10,0.006
1978,11,0.159
1978,12,0.154
1979,1,0.188
1979,2,-0.062
1979,3,0.195
1979,4,0.246
1979,5,0.083
1979,6,0.101
1979,7,0.034
1979,8,0.169
1979,9,0.277
1979,10,0.244
1979,11,0.265
1979,12,0.504
1980,1,0.385
1980,2,0.471
1980,3,0.372
1980,4,0.427
1980,5,0.391
1980,6,0.221
1980,7,0.307
1980,8,0.271
1980,9,0.201
1980,10,0.16
1980,11,0.263
1980,12,0.234
1981,1,0.58
1981,2,0.425
1981,3,0.452
1981,4,0.332
1981,5,0.283
1981,6,0.377
1981,7,0.381
1981,8,0.426
1981,9,0.218
1981,10,0.144
1981,11,0.201
1981,12,0.493
1982,1,0.137
1982,2,0.162
1982,3,-0.011
1982,4,0.106
1982,5,0.201
1982,6,0.113
1982,7,0.135
1982,8,0.078
1982,9,0.137
1982,10,0.128
1982,11,0.092
1982,12,0.437
1983,1,0.496
1983,2,0.451
1983,3,0.371
1983,4,0.351
1983,5,0.39
1983,6,0.237
1983,7,0.156
1983,8,0.36
1983,9,0.408
1983,10,0.163
1983,11,0.256
1983,12,0.236
1984,1,0.294
1984,2,0.148
1984,3,0.293
1984,4,0.179
1984,5,0.389
1984,6,0.097
1984,7,0.049
1984,8,0.153
1984,9,0.22
1984,10,0.107
1984,11,-0.017
1984,12,-0.027
1985,1,0.293
1985,2,0.045
1985,3,0.18
1985,4,0.176
1985,5,0.21
1985,6,0.181
1985,7,-0.017
1985,8,0.202
1985,9,0.147
1985,10,0.133
1985,11,0.068
1985,12,0.22
1986,1,0.255
1986,2,0.434
1986,3,0.267
1986,4,0.331
1986,5,0.283
1986,6,0.12
1986,7,0.105
1986,8,0.184
1986,9,0.095
1986,10,0.162
1986,11,0.084
1986,12,0.193
1987,1,0.364
1987,2,0.408
1987,3,0.227
1987,4,0.303
1987,5,0.325
1987,6,0.388
1987,7,0.443
1987,8,0.322
1987,9,0.354
1987,10,0.324
1987,11,0.206
1987,12,0.521
1988,1,0.564
1988,2,0.435
1988,3,0.467
1988,4,0.513
1988,5,0.458
1988,6,0.445
1988,7,0.331
1988,8,0.415
1988,9,0.39
1988,10,0.318
1988,11,0.059
1988,12,0.299
1989,1,0.083
1989,2,0.362
1989,3,0.305
1989,4,0.344
1989,5,0.129
1989,6,0.155
1989,7,0.326
1989,8,0.337
1989,9,0.349
1989,10,0.333
1989,11,0.14
1989,12,0.457
1990,1,0.429
1990,2,0.401
1990,3,0.742
1990,4,0.655
1990,5,0.555
1990,6,0.404
1990,7,0.464
1990,8,0.347
1990,9,0.312
1990,10,0.439
1990,11,0.393
1990,12,0.434
1991,1,0.45
1991,2,0.531
1991,3,0.388
1991,4,0.606
1991,5,0.453
1991,6,0.549
1991,7,0.515
1991,8,0.45
1991,9,0.453
1991,10,0.348
1991,11,0.3
1991,12,0.398
1992,1,0.509
1992,2,0.454
1992,3,0.472
1992,4,0.346
1992,5,0.349
1992,6,0.286
1992,7,0.125
1992,8,0.114
1992,9,-0.028
1992,10,0.048
1992,11,0.006
1992,12,0.26
1993,1,0.412
1993,2,0.438
1993,3,0.388
1993,4,0.372
1993,5,0.36
1993,6,0.312
1993,7,0.28
1993,8,0.205
1993,9,0.202
1993,10,0.288
1993,11,0.117
1993,12,0.246
1994,1,0.31
1994,2,0.111
1994,3,0.375
1994,4,0.458
1994,5,0.367
1994,6,0.445
1994,7,0.291
1994,8,0.24
1994,9,0.341
1994,10,0.446
1994,11,0.424
1994,12,0.399
1995,1,0.538
1995,2,0.782
1995,3,0.482
1995,4,0.589
1995,5,0.391
1995,6,0.509
1995,7,0.539
1995,8,0.54
1995,9,0.41
1995,10,0.513
1995,11,0.461
1995,12,0.348
1996,1,0.342
1996,2,0.591
1996,3,0.451
1996,4,0.467
1996,5,0.333
1996,6,0.28
1996,7,0.364
1996,8,0.526
1996,9,0.296
1996,10,0.205
1996,11,0.422
1996,12,0.483
1997,1,0.376
1997,2,0.432
1997,3,0.561
1997,4,0.506
1997,5,0.45
1997,6,0.621
1997,7,0.403
1997,8,0.459
1997,9,0.572
1997,10,0.699
1997,11,0.703
1997,12,0.667
1998,1,0.662
1998,2,0.892
1998,3,0.684
1998,4,0.811
1998,5,0.775
1998,6,0.792
1998,7,0.724
1998,8,0.759
1998,9,0.503
1998,10,0.489
1998,11,0.484
1998,12,0.664
1999,1,0.515
1999,2,0.698
1999,3,0.392
1999,4,0.419
1999,5,0.354
1999,6,0.443
1999,7,0.396
1999,8,0.371
1999,9,0.47
1999,10,0.397
1999,11,0.392
1999,12,0.494
2000,1,0.339
2000,2,0.601
2000,3,0.572
2000,4,0.644
2000,5,0.424
2000,6,0.45
2000,7,0.388
2000,8,0.487
2000,9,0.462
2000,10,0.279
2000,11,0.338
2000,12,0.357
2001,1,0.522
2001,2,0.506
2001,3,0.612
2001,4,0.617
2001,5,0.611
2001,6,0.566
2001,7,0.576
2001,8,0.488
2001,9,0.555
2001,10,0.511
2001,11,0.711
2001,12,0.678
2002,1,0.779
2002,2,0.734
2002,3,0.946
2002,4,0.695
2002,5,0.7
2002,6,0.574
2002,7,0.602
2002,8,0.57
2002,9,0.689
2002,10,0.616
2002,11,0.584
2002,12,0.581
2003,1,0.812
2003,2,0.619
2003,3,0.599
2003,4,0.646
2003,5,0.67
2003,6,0.501
2003,7,0.567
2003,8,0.667
2003,9,0.695
2003,10,0.747
2003,11,0.54
2003,12,0.794
2004,1,0.658
2004,2,0.74
2004,3,0.644
2004,4,0.712
2004,5,0.438
2004,6,0.444
2004,7,0.254
2004,8,0.475
2004,9,0.552
2004,10,0.632
2004,11,0.705
2004,12,0.559
2005,1,0.8
2005,2,0.694
2005,3,0.789
2005,4,0.768
2005,5,0.707
2005,6,0.697
2005,7,0.611
2005,8,0.642
2005,9,0.749
2005,10,0.825
2005,11,0.73
2005,12,0.777
2006,1,0.649
2006,2,0.836
2006,3,0.704
2006,4,0.623
2006,5,0.567
2006,6,0.674
2006,7,0.473
2006,8,0.748
2006,9,0.646
2006,10,0.707
2006,11,0.709
2006,12,0.852
2007,1,0.997
2007,2,0.774
2007,3,0.702
2007,4,0.884
2007,5,0.722
2007,6,0.62
2007,7,0.643
2007,8,0.644
2007,9,0.615
2007,10,0.639
2007,11,0.599
2007,12,0.527
2008,1,0.318
2008,2,0.373
2008,3,0.69
2008,4,0.608
2008,5,0.576
2008,6,0.514
2008,7,0.579
2008,8,0.492
2008,9,0.684
2008,10,0.713
2008,11,0.679
2008,12,0.606
2009,1,0.722
2009,2,0.599
2009,3,0.524
2009,4,0.664
2009,5,0.675
2009,6,0.703
2009,7,0.788
2009,8,0.748
2009,9,0.748
2009,10,0.724
2009,11,0.787
2009,12,0.792
2010,1,0.837
2010,2,0.919
2010,3,0.934
2010,4,0.989
2010,5,0.822
2010,6,0.701
2010,7,0.615
2010,8,0.705
2010,9,0.687
2010,10,0.751
2010,11,0.782
2010,12,0.578
2011,1,0.62
2011,2,0.581
2011,3,0.704
2011,4,0.725
2011,5,0.595
2011,6,0.688
2011,7,0.791
2011,8,0.82
2011,9,0.603
2011,10,0.668
2011,11,0.572
2011,12,0.65
2012,1,0.487
2012,2,0.539
2012,3,0.524
2012,4,0.783
2012,5,0.824
2012,6,0.703
2012,7,0.58
2012,8,0.749
2012,9,0.781
2012,10,0.854
2012,11,0.814
2012,12,0.614
2013,1,0.747
2013,2,0.616
2013,3,0.687
2013,4,0.644
2013,5,0.686
2013,6,0.684
2013,7,0.587
2013,8,0.733
2013,9,0.792
2013,10,0.705
2013,11,0.839
2013,12,0.744
2014,1,0.795
2014,2,0.591
2014,3,0.787
2014,4,0.863
2014,5,0.902
2014,6,0.685
2014,7,0.585
2014,8,0.893
2014,9,0.935
2014,10,0.857
2014,11,0.634
2014,12,0.816
2015,1,0.871
2015,2,0.902
2015,3,0.918
2015,4,0.868
2015,5,0.867
2015,6,0.833
2015,7,0.739
2015,8,0.875
2015,9,0.896
2015,10,1.096
2015,11,1.019
2015,12,1.192
2016,1,1.253
2016,2,1.338
2016,3,1.329
2016,4,1.179
2016,5,1.052
2016,6,0.842
2016,7,0.842
2016,8,1.043
2016,9,0.927
2016,10,0.962
2016,11,0.961
2016,12,0.974
2017,1,1.094
2017,2,1.181
2017,3,1.222
2017,4,1.045
2017,5,0.987
2017,6,0.733
2017,7,0.814
2017,8,0.901
2017,9,0.786
2017,10,0.926
2017,11,0.857
2017,12,0.996
2018,1,0.878
2018,2,0.927
2018,3,0.931
2018,4,0.991
2018,5,0.852
2018,6,0.808
2018,7,0.81
2018,8,0.833
2018,9,0.812
2018,10,1.013
2018,11,0.821
2018,12,0.978
2019,1,0.956
2019,2,0.993
2019,3,1.219
2019,4,1.113
2019,5,0.929
2019,6,0.888
2019,7,0.957
2019,8,1.002
2019,9,0.949
2019,10,1.109
2019,11,1.012
2019,12,1.161
2020,1,1.201
2020,2,1.231
2020,3,1.178
2020,4,1.231
2020,5,1.046
2020,6,0.923
2020,7,0.931
2020,8,0.954
2020,9,1.009
2020,10,0.931
2020,11,1.088
2020,12,0.866
2021,1,0.894
2021,2,0.698
2021,3,0.868
2021,4,0.885
2021,5,0.868
2021,6,0.845
2021,7,0.906
2021,8,0.904
2021,9,0.989
2021,10,1.06
2021,11,0.931
2021,12,0.889
2022,1,0.946
2022,2,0.889
2022,3,1.078
2022,4,0.927
2022,5,0.896
2022,6,0.972
2022,7,0.925
2022,8,0.976
2022,9,0.919
2022,10,1.041
2022,11,0.73
2022,12,0.936
2023,1,0.925
2023,2,0.985
2023,3,1.268
2023,4,1.086
2023,5,1.002
2023,6,1.13
2023,7,1.266
2023,8,1.315
2023,9,1.548
2023,10,1.393
2023,11,1.4
2023,12,1.427
2024,1,1.3
2024,2,1.426
2024,3,1.343
2024,4,1.352
2024,5,1.223
2024,6,1.23
2024,7,1.229
2024,8,1.383
2024,9,1.271
2024,10,1.368
2024,11,1.313
2024,12,1.289
1850,1,-0.717
1850,2,-0.2
1850,3,-0.399
1850,4,-0.552
1850,5,-0.577
1850,6,-0.336
1850,7,-0.182
1850,8,-0.173
1850,9,-0.391
1850,10,-0.552
1850,11,-0.493
1850,12,-0.454
1851,1,-0.203
1851,2,-0.377
1851,3,-0.557
1851,4,-0.59
1851,5,-0.342
1851,6,-0.258
1851,7,-0.229
1851,8,-0.291
1851,9,-0.363
1851,10,-0.163
1851,11,-0.314
1851,12,-0.147
1852,1,-0.247
1852,2,-0.486
1852,3,-0.716
1852,4,-0.497
1852,5,-0.175
1852,6,-0.09
1852,7,-0.026
1852,8,-0.29
1852,9,-0.272
1852,10,-0.165
1852,11,-0.457
1852,12,0.056
1853,1,-0.263
1853,2,-0.329
1853,3,-0.372
1853,4,-0.249
1853,5,-0.266
1853,6,-0.17
1853,7,0.018
1853,8,-0.057
1853,9,-0.369
1853,10,-0.448
1853,11,-0.577
1853,12,-0.337
1854,1,-0.523
1854,2,-0.519
1854,3,-0.288
1854,4,-0.319
1854,5,-0.28
1854,6,-0.446
1854,7,-0.188
1854,8,-0.194
1854,9,-0.215
1854,10,0.063
1854,11,-0.225
1854,12,-0.213
1855,1,-0.082
1855,2,-0.093
1855,3,-0.256
1855,4,-0.077
1855,5,-0.226
1855,6,-0.31
1855,7,-0.334
1855,8,-0.225
1855,9,-0.412
1855,10,-0.291
1855,11,-0.344
1855,12,-0.51
1856,1,-0.018
1856,2,-0.375
1856,3,-0.429
1856,4,-0.39
1856,5,-0.325
1856,6,-0.155
1856,7,-0.247
1856,8,-0.472
1856,9,-0.638
1856,10,-0.635
1856,11,-0.55
1856,12,-0.441
1857,1,-0.504
1857,2,-0.501
1857,3,-0.635
1857,4,-0.748
1857,5,-0.69
1857,6,-0.519
1857,7,-0.46
1857,8,-0.422
1857,9,-0.434
1857,10,-0.502
1857,11,-0.475
1857,12,-0.249
1858,1,-0.22
1858,2,-0.458
1858,3,-0.347
1858,4,-0.277
1858,5,-0.401
1858,6,-0.266
1858,7,-0.299
1858,8,-0.285
1858,9,-0.411
1858,10,-0.268
1858,11,-0.186
1858,12,-0.48
1859,1,-0.325
1859,2,-0.254
1859,3,-0.241
1859,4,0.003
1859,5,-0.024
1859,6,-0.119
1859,7,-0.285
1859,8,-0.335
1859,9,-0.478
1859,10,-0.249
1859,11,-0.187
1859,12,-0.128
1860,1,-0.312
1860,2,-0.299
1860,3,-0.665
1860,4,-0.255
1860,5,-0.227
1860,6,-0.217
1860,7,-0.274
1860,8,-0.232
1860,9,-0.286
1860,10,-0.339
1860,11,-0.496
1860,12,-0.817
1861,1,-0.949
1861,2,-0.63
1861,3,-0.571
1861,4,-0.372
1861,5,-0.424
1861,6,-0.37
1861,7,-0.319
1861,8,-0.219
1861,9,-0.375
1861,10,-0.442
1861,11,-0.191
1861,12,-0.349
1862,1,-0.84
1862,2,-0.721
1862,3,-0.53
1862,4,-0.486
1862,5,-0.28
1862,6,-0.301
1862,7,-0.328
1862,8,-0.459
1862,9,-0.49
1862,10,-0.417
1862,11,-0.495
1862,12,-0.785
1863,1,-0.129
1863,2,-0.13
1863,3,-0.33
1863,4,-0.246
1863,5,-0.236
1863,6,-0.342
1863,7,-0.334
1863,8,-0.342
1863,9,-0.441
1863,10,-0.413
1863,11,-0.333
1863,12,-0.289
1864,1,-0.492
1864,2,-0.392
1864,3,-0.433
1864,4,-0.353
1864,5,-0.145
1864,6,-0.108
1864,7,-0.187
1864,8,-0.326
1864,9,-0.456
1864,10,-0.341
1864,11,-0.326
1864,12,-0.435
1865,1,0.062
1865,2,-0.266
1865,3,-0.412
1865,4,-0.321
1865,5,-0.26
1865,6,-0.248
1865,7,-0.191
1865,8,-0.192
1865,9,-0.213
1865,10,-0.232
1865,11,-0.184
1865,12,-0.473
1866,1,0.026
1866,2,-0.285
1866,3,-0.452
1866,4,-0.495
1866,5,-0.35
1866,6,-0.221
1866,7,0.093
1866,8,-0.22
1866,9,-0.296
1866,10,-0.233
1866,11,-0.027
1866,12,0.081
1867,1,-0.159
1867,2,-0.279
1867,3,-0.286
1867,4,-0.107
1867,5,-0.361
1867,6,-0.207
1867,7,-0.203
1867,8,-0.273
1867,9,-0.145
1867,10,-0.006
1867,11,0.2
1867,12,-0.184
1868,1,-0.486
1868,2,-0.537
1868,3,-0.296
1868,4,-0.108
1868,5,-0.1
1868,6,-0.125
1868,7,0.038
1868,8,-0.071
1868,9,-0.231
1868,10,-0.01
1868,11,-0.259
1868,12,-0.129
1869,1,-0.195
1869,2,0.061
1869,3,-0.518
1869,4,-0.238
1869,5,-0.194
1869,6,-0.219
1869,7,-0.253
1869,8,-0.196
1869,9,-0.105
1869,10,-0.227
1869,11,-0.172
1869,12,-0.393
1870,1,-0.286
1870,2,-0.423
1870,3,-0.327
1870,4,-0.229
1870,5,-0.19
1870,6,-0.126
1870,7,-0.109
1870,8,-0.272
1870,9,-0.206
1870,10,-0.324
1870,11,-0.298
1870,12,-0.557
1871,1,-0.498
1871,2,-0.527
1871,3,-0.233
1871,4,-0.057
1871,5,-0.278
1871,6,-0.219
1871,7,-0.16
1871,8,-0.196
1871,9,-0.378
1871,10,-0.257
1871,11,-0.48
1871,12,-0.379
1872,1,-0.451
1872,2,-0.406
1872,3,-0.37
1872,4,-0.332
1872,5,-0.182
1872,6,-0.25
1872,7,-0.118
1872,8,-0.041
1872,9,-0.172
1872,10,-0.204
1872,11,-0.361
1872,12,-0.432
1873,1,-0.261
1873,2,-0.072
1873,3,-0.262
1873,4,-0.382
1873,5,-0.267
1873,6,-0.203
1873,7,-0.168
1873,8,-0.142
1873,9,-0.344
1873,10,-0.253
1873,11,-0.321
1873,12,-0.225
1874,1,-0.201
1874,2,-0.289
1874,3,-0.652
1874,4,-0.361
1874,5,-0.263
1874,6,-0.32
1874,7,-0.272
1874,8,-0.186
1874,9,-0.181
1874,10,-0.325
1874,11,-0.403
1874,12,-0.339
1875,1,-0.462
1875,2,-0.354
1875,3,-0.43
1875,4,-0.331
1875,5,-0.25
1875,6,-0.258
1875,7,-0.21
1875,8,-0.231
1875,9,-0.234
1875,10,-0.176
1875,11,-0.504
1875,12,-0.434
1876,1,-0.368
1876,2,-0.248
1876,3,-0.295
1876,4,-0.254
1876,5,-0.494
1876,6,-0.319
1876,7,-0.17
1876,8,-0.284
1876,9,-0.341
1876,10,-0.27
1876,11,-0.428
1876,12,-0.534
1877,1,-0.234
1877,2,-0.046
1877,3,0.037
1877,4,-0.097
1877,5,-0.08
1877,6,-0.063
1877,7,0.118
1877,8,0.209
1877,9,0.155
1877,10,0.159
1877,11,0.216
1877,12,-0.065
1878,1,-0.0
1878,2,0.41
1878,3,0.5
1878,4,0.284
1878,5,-0.055
1878,6,0.073
1878,7,0.087
1878,8,0.051
1878,9,-0.037
1878,10,-0.07
1878,11,-0.004
1878,12,-0.18
1879,1,-0.17
1879,2,-0.164
1879,3,-0.104
1879,4,-0.255
1879,5,-0.261
1879,6,-0.201
1879,7,-0.214
1879,8,-0.235
1879,9,-0.28
1879,10,-0.121
1879,11,-0.247
1879,12,-0.431
1880,1,-0.364
1880,2,-0.409
1880,3,-0.251
1880,4,-0.303
1880,5,-0.241
1880,6,-0.323
1880,7,-0.268
1880,8,-0.186
1880,9,-0.347
1880,10,-0.313
1880,11,-0.173
1880,12,-0.231
1881,1,-0.101
1881,2,-0.154
1881,3,-0.064
1881,4,-0.01
1881,5,-0.095
1881,6,-0.339
1881,7,-0.17
1881,8,-0.156
1881,9,-0.303
1881,10,-0.269
1881,11,-0.338
1881,12,-0.209
1882,1,0.106
1882,2,0.028
1882,3,-0.111
1882,4,-0.252
1882,5,-0.262
1882,6,-0.342
1882,7,-0.344
1882,8,-0.198
1882,9,-0.187
1882,10,-0.325
1882,11,-0.372
1882,12,-0.518
1883,1,-0.386
1883,2,-0.403
1883,3,-0.169
1883,4,-0.314
1883,5,-0.253
1883,6,-0.148
1883,7,-0.27
1883,8,-0.329
1883,9,-0.338
1883,10,-0.287
1883,11,-0.44
1883,12,-0.25
1884,1,-0.208
1884,2,-0.166
1884,3,-0.481
1884,4,-0.482
1884,5,-0.524
1884,6,-0.492
1884,7,-0.522
1884,8,-0.441
1884,9,-0.478
1884,10,-0.447
1884,11,-0.562
1884,12,-0.431
1885,1,-0.622
1885,2,-0.433
1885,3,-0.394
1885,4,-0.496
1885,5,-0.522
1885,6,-0.547
1885,7,-0.354
1885,8,-0.42
1885,9,-0.398
1885,10,-0.321
1885,11,-0.348
1885,12,-0.151
1886,1,-0.525
1886,2,-0.578
1886,3,-0.513
1886,4,-0.37
1886,5,-0.314
1886,6,-0.461
1886,7,-0.315
1886,8,-0.426
1886,9,-0.468
1886,10,-0.442
1886,11,-0.522
1886,12,-0.378
1887,1,-0.869
1887,2,-0.644
1887,3,-0.456
1887,4,-0.336
1887,5,-0.437
1887,6,-0.482
1887,7,-0.344
1887,8,-0.504
1887,9,-0.393
1887,10,-0.414
1887,11,-0.35
1887,12,-0.353
1888,1,-0.352
1888,2,-0.457
1888,3,-0.437
1888,4,-0.31
1888,5,-0.336
1888,6,-0.321
1888,7,-0.271
1888,8,-0.281
1888,9,-0.286
1888,10,-0.113
1888,11,-0.143
1888,12,-0.099
1889,1,-0.11
1889,2,0.198
1889,3,0.02
1889,4,0.035
1889,5,-0.175
1889,6,-0.221
1889,7,-0.171
1889,8,-0.277
1889,9,-0.346
1889,10,-0.308
1889,11,-0.404
1889,12,-0.302
1890,1,-0.424
1890,2,-0.398
1890,3,-0.536
1890,4,-0.382
1890,5,-0.48
1890,6,-0.459
1890,7,-0.418
1890,8,-0.438
1890,9,-0.435
1890,10,-0.325
1890,11,-0.59
1890,12,-0.379
1891,1,-0.468
1891,2,-0.495
1891,3,-0.245
1891,4,-0.32
1891,5,-0.256
1891,6,-0.349
1891,7,-0.31
1891,8,-0.295
1891,9,-0.253
1891,10,-0.329
1891,11,-0.448
1891,12,-0.106
1892,1,-0.252
1892,2,-0.154
1892,3,-0.444
1892,4,-0.439
1892,5,-0.387
1892,6,-0.31
1892,7,-0.443
1892,8,-0.42
1892,9,-0.378
1892,10,-0.3
1892,11,-0.673
1892,12,-0.536
1893,1,-0.823
1893,2,-0.578
1893,3,-0.321
1893,4,-0.365
1893,5,-0.404
1893,6,-0.304
1893,7,-0.186
1893,8,-0.264
1893,9,-0.34
1893,10,-0.239
1893,11,-0.316
1893,12,-0.376
1894,1,-0.493
1894,2,-0.344
1894,3,-0.346
1894,4,-0.494
1894,5,-0.42
1894,6,-0.456
1894,7,-0.293
1894,8,-0.276
1894,9,-0.318
1894,10,-0.232
1894,11,-0.36
1894,12,-0.34
1895,1,-0.468
1895,2,-0.441
1895,3,-0.424
1895,4,-0.26
1895,5,-0.334
1895,6,-0.285
1895,7,-0.235
1895,8,-0.296
1895,9,-0.323
1895,10,-0.229
1895,11,-0.182
1895,12,-0.196
1896,1,-0.176
1896,2,-0.192
1896,3,-0.409
1896,4,-0.398
1896,5,-0.257
1896,6,-0.153
1896,7,-0.125
1896,8,-0.122
1896,9,-0.205
1896,10,-0.09
1896,11,-0.259
1896,12,-0.108
1897,1,-0.196
1897,2,-0.215
1897,3,-0.293
1897,4,-0.065
1897,5,-0.068
1897,6,-0.2
1897,7,-0.215
1897,8,-0.224
1897,9,-0.264
1897,10,-0.22
1897,11,-0.332
1897,12,-0.345
1898,1,-0.152
1898,2,-0.435
1898,3,-0.672
1898,4,-0.409
1898,5,-0.394
1898,6,-0.255
1898,7,-0.356
1898,8,-0.381
1898,9,-0.427
1898,10,-0.496
1898,11,-0.499
1898,12,-0.366
1899,1,-0.216
1899,2,-0.407
1899,3,-0.442
1899,4,-0.207
1899,5,-0.237
1899,6,-0.381
1899,7,-0.289
1899,8,-0.186
1899,9,-0.138
1899,10,-0.118
1899,11,0.012
1899,12,-0.317
1900,1,-0.391
1900,2,-0.046
1900,3,-0.039
1900,4,-0.125
1900,5,-0.115
1900,6,-0.176
1900,7,-0.211
1900,8,-0.184
1900,9,-0.161
1900,10,-0.014
1900,11,-0.223
1900,12,-0.115
1901,1,-0.246
1901,2,-0.133
1901,3,-0.073
1901,4,-0.061
1901,5,-0.179
1901,6,-0.265
1901,7,-0.288
1901,8,-0.217
1901,9,-0.311
1901,10,-0.31
1901,11,-0.29
1901,12,-0.346
1902,1,-0.25
1902,2,-0.095
1902,3,-0.358
1902,4,-0.333
1902,5,-0.392
1902,6,-0.372
1902,7,-0.343
1902,8,-0.366
1902,9,-0.365
1902,10,-0.452
1902,11,-0.526
1902,12,-0.509
1903,1,-0.276
1903,2,-0.158
1903,3,-0.38
1903,4,-0.48
1903,5,-0.478
1903,6,-0.549
1903,7,-0.495
1903,8,-0.579
1903,9,-0.593
1903,10,-0.573
1903,11,-0.559
1903,12,-0.566
1904,1,-0.628
1904,2,-0.674
1904,3,-0.625
1904,4,-0.56
1904,5,-0.548
1904,6,-0.53
1904,7,-0.53
1904,8,-0.504
1904,9,-0.571
1904,10,-0.458
1904,11,-0.286
1904,12,-0.346
1905,1,-0.348
1905,2,-0.594
1905,3,-0.391
1905,4,-0.401
1905,5,-0.314
1905,6,-0.332
1905,7,-0.34
1905,8,-0.32
1905,9,-0.362
1905,10,-0.325
1905,11,-0.186
1905,12,-0.248
1906,1,-0.289
1906,2,-0.293
1906,3,-0.169
1906,4,-0.045
1906,5,-0.313
1906,6,-0.276
1906,7,-0.345
1906,8,-0.314
1906,9,-0.345
1906,10,-0.208
1906,11,-0.367
1906,12,-0.199
1907,1,-0.442
1907,2,-0.505
1907,3,-0.312
1907,4,-0.331
1907,5,-0.495
1907,6,-0.468
1907,7,-0.406
1907,8,-0.419
1907,9,-0.393
1907,10,-0.263
1907,11,-0.532
1907,12,-0.483
1908,1,-0.381
1908,2,-0.315
1908,3,-0.617
1908,4,-0.447
1908,5,-0.352
1908,6,-0.397
1908,7,-0.396
1908,8,-0.508
1908,9,-0.411
1908,10,-0.507
1908,11,-0.592
1908,12,-0.57
1909,1,-0.712
1909,2,-0.462
1909,3,-0.569
1909,4,-0.524
1909,5,-0.49
1909,6,-0.479
1909,7,-0.537
1909,8,-0.39
1909,9,-0.472
1909,10,-0.46
1909,11,-0.402
1909,12,-0.498
1910,1,-0.369
1910,2,-0.452
1910,3,-0.546
1910,4,-0.407
1910,5,-0.376
1910,6,-0.417
1910,7,-0.433
1910,8,-0.418
1910,9,-0.433
1910,10,-0.396
1910,11,-0.618
1910,12,-0.704
1911,1,-0.628
1911,2,-0.632
1911,3,-0.654
1911,4,-0.515
1911,5,-0.567
1911,6,-0.541
1911,7,-0.508
1911,8,-0.488
1911,9,-0.497
1911,10,-0.304
1911,11,-0.316
1911,12,-0.269
1912,1,-0.239
1912,2,-0.184
1912,3,-0.412
1912,4,-0.188
1912,5,-0.251
1912,6,-0.251
1912,7,-0.457
1912,8,-0.538
1912,9,-0.622
1912,10,-0.617
1912,11,-0.471
1912,12,-0.501
1913,1,-0.465
1913,2,-0.44
1913,3,-0.479
1913,4,-0.306
1913,5,-0.407
1913,6,-0.476
1913,7,-0.42
1913,8,-0.359
1913,9,-0.42
1913,10,-0.351
1913,11,-0.253
1913,12,-0.053
1914,1,0.036
1914,2,-0.182
1914,3,-0.312
1914,4,-0.286
1914,5,-0.226
1914,6,-0.251
1914,7,-0.262
1914,8,-0.209
1914,9,-0.252
1914,10,-0.055
1914,11,-0.139
1914,12,-0.12
1915,1,-0.21
1915,2,-0.088
1915,3,-0.06
